id,name,cost,attack,health,ability,evolved_ability,class,type,tribes
10231310,Glacial Crash,4,0,0,Select an enemy follower on the field and destroy it. Earth Rite (1) - Deal 2 damage to the enemy leader.,,Runecraft,Spell,
10113120,"Glade, Fragrantwood Ward",5,3,3,"Fanfare: Draw 2 cards.
Evolve: Deal X damage split between all enemy followers. X is the number of cards in your hand.","Fanfare: Draw 2 cards.
Evolve: Deal X damage split between all enemy followers. X is the number of cards in your hand.",Forestcraft,Follower,
90021350,Glittering Gold,0,0,0,"Select a Mode to activate.
1. Draw a card.
2. Deal 2 damage to a random enemy follower.",,Swordcraft,Spell,
90001110,Goblin,1,1,2,,,Neutral,Follower,
10101310,Goblin Foray,5,0,0,Summon 5 copies of Goblin.,,Neutral,Spell,
10502110,Goddess of Starlight,5,5,5,Evolve: Select 3 cards in your hand and discard them. Add an exact copy each of the 3 leftmost cards in your hand to your hand without revealing them.,Evolve: Select 3 cards in your hand and discard them. Add an exact copy each of the 3 leftmost cards in your hand to your hand without revealing them.,Neutral,Follower,
10113210,Godwood Staff,3,0,0,"At the end of your turn, Combo (3) - Draw a card.
Engage: Destroy this card. Select another allied card on the field and return it to hand.",,Forestcraft,Spell,
10423110,"Golden Knight, True King's Blade",7,6,6,"Fanfare: Select a Mode to activate.
1. Super-evolve this follower.
2. Deal 4 damage to all enemy followers.
3. Restore 4 defense to your leader.
Enhance (9): Activate all of them instead.","Fanfare: Select a Mode to activate.
1. Super-evolve this follower.
2. Deal 4 damage to all enemy followers.
3. Restore 4 defense to your leader.
Enhance (9): Activate all of them instead.",Swordcraft,Follower,
10142310,Goldennote Melody,3,0,0,"Draw 2 cards. If you're in Overflow, restore 2 defense to your leader.",,Dragoncraft,Spell,
10112120,Good Fairy of the Pond,1,1,1,Last Words: Add a Fairy to your hand.,Last Words: Add a Fairy to your hand.,Forestcraft,Follower,
10513310,Grace of the Swarmpetal,3,0,0,Draw X cards. X is your Combo.,,Forestcraft,Spell,
10403110,"Gran & Djeeta, Valiant Skyfarers",4,3,2,"Fanfare: Select a Mode to activate. Skybound Art - Evolve this follower.
1. Deal 5 damage to a random enemy follower.
2. Draw 2 followers.","Fanfare: Select a Mode to activate. Skybound Art - Evolve this follower.
1. Deal 5 damage to a random enemy follower.
2. Draw 2 followers.",Neutral,Follower,
10533310,Grandeur of the Dawnblossom,7,0,0,Transform all allied followers on the field into exact copies of random followers in your deck.,,Runecraft,Spell,
90004320,Great Testimony,1,0,0,Select an enemy follower on the field and destroy it.,,Neutral,Spell,
10301310,Greatness Ascended,4,0,0,"Draw 3 cards. If there are no duplicates in your deck, recover 3 play points.",,Neutral,Spell,
10312120,Greatwood Warrior,4,4,4,Last Words: Add a Deepwood Bounty and Fairy to your hand.,Last Words: Add a Deepwood Bounty and Fairy to your hand.,Forestcraft,Follower,
10204120,"Grimnir, Heavenly Gale",3,2,3,"Fanfare: Gain Crest: Grimnir, Heavenly Gale.
Ward","Fanfare: Gain Crest: Grimnir, Heavenly Gale.
Ward",Neutral,Follower,
90031120,Guardian Golem,3,3,3,Ward,Ward,Runecraft,Follower,Golem
10312210,Hamlet of Unkilling,3,0,0,"Fanfare: Select a card in your hand and discard it. Draw 2 cards.
Engage: Destroy this card. Select an enemy follower on the field and give it -0/-2.",,Forestcraft,Spell,
10623110,Heartless Strategist,4,2,1,"Fanfare: Select an enemy follower on the field and destroy it.
Enhance (6): Recover 3 play points. Add a Fearless Soldier to your hand.","Fanfare: Select an enemy follower on the field and destroy it.
Enhance (6): Recover 3 play points. Add a Fearless Soldier to your hand.",Swordcraft,Follower,
10364110,"Himeka, Heir to Repose",6,0,4,"Fanfare: Gain Crest: Himeka, Heir to Repose.
Super-Evolve: Set the attack of all enemy followers on the field to 4.","Fanfare: Gain Crest: Himeka, Heir to Repose.
Super-Evolve: Set the attack of all enemy followers on the field to 4.",Havencraft,Follower,
10203120,"Hnikar & Jafnhar, Firestorm Duo",2,2,2,"Enhance (5): Evolve this follower.
Last Words: If this follower is evolved, deal 4 damage to a random enemy follower.","Enhance (5): Evolve this follower.
Last Words: If this follower is evolved, deal 4 damage to a random enemy follower.",Neutral,Follower,
90064110,Holy Cavalier,1,1,2,Ward,Ward,Havencraft,Follower,
90061110,Holy Falcon,3,2,2,Storm,Storm,Havencraft,Follower,
10161120,Holy Shieldmaiden,3,2,1,"Ward
Barrier","Ward
Barrier",Havencraft,Follower,
90061120,Holyflame Tiger,4,4,4,Rush,Rush,Havencraft,Follower,
10133310,Homework Time!,3,0,0,"X starts at 0.
On Spellboost: Increase X by 1. Then, if X is at least 5, transform this card into a Looking Smart!
Draw 2 cards.",,Runecraft,Spell,Mysteria
10121140,Hound of War,3,4,2,"Enhance (6): Summon 2 copies of Hound of War.
Rush","Enhance (6): Summon 2 copies of Hound of War.
Rush",Swordcraft,Follower,
10612120,Howling Wolfman,6,5,3,Storm,Storm,Forestcraft,Follower,
10121110,"Ian, Lovebound Knight",3,2,2,"Fanfare: Select another allied follower on the field and give it +1/+1.
Ward","Fanfare: Select another allied follower on the field and give it +1/+1.
Ward",Swordcraft,Follower,
10621120,Idle Maid,4,3,5,Fanfare: Select a card in your hand and return it to deck. Draw 2 Swordcraft followers.,Fanfare: Select a card in your hand and return it to deck. Draw 2 Swordcraft followers.,Swordcraft,Follower,
10121150,Ignominious Samurai,2,2,1,"Fanfare: If you've unlocked super-evolution, give this follower Bane.
Rush","Fanfare: If you've unlocked super-evolution, give this follower Bane.
Rush",Swordcraft,Follower,
10333310,Illusory Conjuration,2,0,0,Select a follower in your hand and increase its cost by 1. Destroy a random enemy follower.,,Runecraft,Spell,
10472120,"Ilsa, Brutal Drill Sergeant",7,7,6,"Fanfare: Select a Mode to activate.
1. Do this 3 times: ""Deal 4 damage to a random enemy follower.""
2. Deal 4 damage to the enemy leader.","Fanfare: Select a Mode to activate.
1. Do this 3 times: ""Deal 4 damage to a random enemy follower.""
2. Deal 4 damage to the enemy leader.",Portalcraft,Follower,
10574120,"Imari, Dewdrop",2,2,2,"Fanfare: Select a card in your hand and discard it. Draw a spell.
Whenever you play a spell, if this follower is evolved, summon an Imari's Little Buddies.
Super-Evolve: Draw 2 differently named 1-cost spells.","Fanfare: Select a card in your hand and discard it. Draw a spell.
Whenever you play a spell, if this follower is evolved, summon an Imari's Little Buddies.
Super-Evolve: Draw 2 differently named 1-cost spells.",Portalcraft,Follower,
90074140,Imari's Little Buddies,2,3,3,Rush,Rush,Portalcraft,Follower,
10262120,Immaculate Adjudicator,5,4,4,Fanfare: Select an enemy follower on the field and banish it.,Fanfare: Select an enemy follower on the field and banish it.,Havencraft,Follower,
10562110,Immovable Paladin,8,4,4,"Fanfare: Summon 3 copies of Immovable Paladin.
Ward","Fanfare: Summon 3 copies of Immovable Paladin.
Ward",Havencraft,Follower,
10643110,Impeding Pugilist,6,6,9,"Fanfare: Select a card in your hand and discard it. Deal 6 damage to a random enemy follower.
Ward
Barrier
Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Select a card in your hand and discard it. Deal 6 damage to a random enemy follower.
Ward
Barrier
Evolve: Replicate the effects of this card's Fanfare ability.",Dragoncraft,Follower,
10001110,Indomitable Fighter,2,2,2,Enhance (4): Give this follower +3/+3.,Enhance (4): Give this follower +3/+3.,Neutral,Follower,
10532110,Insomniac Witch,4,3,3,"Fanfare: Gain Crest: Insomniac Witch.
Evolve: Destroy your Crest: Insomniac Witch.","Fanfare: Gain Crest: Insomniac Witch.
Evolve: Destroy your Crest: Insomniac Witch.",Runecraft,Follower,
10302110,Inspirational One,2,1,3,"Activates in hand. When an enemy follower super-evolves, give this follower Bane.
Ward","Activates in hand. When an enemy follower super-evolves, give this follower Bane.
Ward",Neutral,Follower,
10332210,Institute of Truth,3,0,0,"Countdown (5)
Whenever you play a follower whose cost has been changed, draw a card and advance this amulet's count by 1.
Engage: Select a follower in your hand, increase its cost by 1, and give it +1/+1.",,Runecraft,Amulet,
10242110,Intent Dragonewt Princess,2,2,2,"Fanfare: If there's a super-evolved allied follower on the field, draw 2 cards.","Fanfare: If there's a super-evolved allied follower on the field, draw 2 cards.",Dragoncraft,Follower,
10122310,Ironcrown Majesty,3,0,0,"Select a Mode to activate.
1. Summon a Steelclad Knight and Knight.
2. Give all allied followers on the field +1/+1.",,Swordcraft,Spell,
10062110,Ironfist Priest,4,5,4,"Evolve: Select an enemy follower on the field with 3 defense or less and banish it.
Super-Evolve: Banish all enemy followers with 3 defense or less instead.","Evolve: Select an enemy follower on the field with 3 defense or less and banish it.
Super-Evolve: Banish all enemy followers with 3 defense or less instead.",Havencraft,Follower,
10171130,Ironheart Hunter,2,2,2,"Fanfare: Add a Gear of Ambition to your hand.
Evolve: Select an enemy follower on the field and deal it 3 damage.","Fanfare: Add a Gear of Ambition to your hand.
Evolve: Select an enemy follower on the field and deal it 3 damage.",Portalcraft,Follower,
10542110,Ironmace Dragoon,8,7,7,Fanfare: Select an enemy follower on the field and deal it 7 damage. Summon a Vastwing Dragon.,Fanfare: Select an enemy follower on the field and deal it 7 damage. Summon a Vastwing Dragon.,Dragoncraft,Follower,
10471130,"Isaac, Congenial Engineer",2,2,2,Last Words: Add a Striker Artifact to your hand.,Last Words: Add a Striker Artifact to your hand.,Portalcraft,Follower,
10442110,"Izmir, Frigid Fate",5,5,4,"Fanfare: If you have 10 max play points, evolve this follower.
When this follower evolves, deal 3 damage to all enemy followers.","Fanfare: If you have 10 max play points, evolve this follower.
When this follower evolves, deal 3 damage to all enemy followers.",Dragoncraft,Follower,
10314120,"Izudia, Annihilation Manifest",8,6,6,"Fanfare: Select an enemy follower on the field and give it -0/-6.
Evolve: Add an Annihilating Onslaught to your hand.","Fanfare: Select an enemy follower on the field and give it -0/-6.
Evolve: Add an Annihilating Onslaught to your hand.",Forestcraft,Follower,
10164120,"Jeanne, Saintly Knight",8,6,6,"Fanfare: Deal 6 damage to all enemy followers. Give all other allied followers on the field +2/+4.
Ward","Fanfare: Deal 6 damage to all enemy followers. Give all other allied followers on the field +2/+4.
Ward",Havencraft,Follower,
10542120,Jellyfish Dancer,2,2,1,"Fanfare: Add a Majestic Megalorca to your hand.
Whenever an allied Marine follower enters the field, give this follower Rush and Bane.","Fanfare: Add a Majestic Megalorca to your hand.
Whenever an allied Marine follower enters the field, give this follower Rush and Bane.",Dragoncraft,Follower,
10123110,"Jeno, Levin Axeraider",7,7,6,"Rush
Can attack 2 times per turn.
Strike: Give this follower Barrier. Summon a Knight.","Rush
Can attack 2 times per turn.
Strike: Give this follower Barrier. Summon a Knight.",Swordcraft,Follower,Levin
10441110,"Joel, Wave Chaser",3,3,3,"Ward
Aura","Ward
Aura",Dragoncraft,Follower,
10133110,"Juno, Visionary Alchemist",5,3,3,"Fanfare: Select an enemy follower on the field and deal it X damage. X is the number of earth sigils you have.
Evolve: Gain Crest: Juno, Visionary Alchemist.","Fanfare: Select an enemy follower on the field and deal it X damage. X is the number of earth sigils you have.
Evolve: Gain Crest: Juno, Visionary Alchemist.",Runecraft,Follower,
10124130,"Kagemitsu, Enduring Warrior",3,2,2,"Last Words: Gain Crest: Kagemitsu, Enduring Warrior.
Super-Evolve: Give this follower Storm.","Last Words: Gain Crest: Kagemitsu, Enduring Warrior.
Super-Evolve: Give this follower Storm.",Swordcraft,Follower,
10664110,"Kandima, Sublime Hatred",4,3,3,"Fanfare: Summon a copy each of 2 random differently named allied amulets destroyed this match with Last Words and a base cost of 2 or less.
Super-Evolve: Select another card on the field and destroy it. If you selected an allied amulet, deal 3 damage to all enemy followers.","Fanfare: Summon a copy each of 2 random differently named allied amulets destroyed this match with Last Words and a base cost of 2 or less.
Super-Evolve: Select another card on the field and destroy it. If you selected an allied amulet, deal 3 damage to all enemy followers.",Havencraft,Follower,
10274120,"Karula, Eternal Arts",6,5,4,"Fanfare: Select an Artifact follower in your hand that costs 5 or less and summon an exact copy of it.
Super-Evolve: Give this follower ""Can attack 2 times per turn.""","Fanfare: Select an Artifact follower in your hand that costs 5 or less and summon an exact copy of it.
Super-Evolve: Give this follower ""Can attack 2 times per turn.""",Portalcraft,Follower,
10401110,"Katalina, Sky's Protector",5,5,5,"Fanfare: Skybound Art - Deal 5 damage to 2 random enemy followers.
Ward
Can't take more than 3 damage at a time.","Fanfare: Skybound Art - Deal 5 damage to 2 random enemy followers.
Ward
Can't take more than 3 damage at a time.",Neutral,Follower,
10113140,Killer Rhinoceroach,3,0,2,"Fanfare: Give this follower +X/+0. X is your Combo.
Storm","Fanfare: Give this follower +X/+0. X is your Combo.
Storm",Forestcraft,Follower,
10612110,Kindly Executor,2,1,2,Fanfare: Add a Springbloom Fairy to your hand.,Fanfare: Add a Springbloom Fairy to your hand.,Forestcraft,Follower,
10142110,"Kit, Luxfang Champion",6,8,7,"When this card is discarded, give a random allied follower on the field +1/+0.
Rush","When this card is discarded, give a random allied follower on the field +1/+0.
Rush",Dragoncraft,Follower,
10071110,Kitty Cannoneer,3,3,2,"Fanfare: Add a Gear of Ambition to your hand.
Rush","Fanfare: Add a Gear of Ambition to your hand.
Rush",Portalcraft,Follower,
10532310,Kitty Cunning,1,0,0,"Earth Rite (2) - Activate 2 random abilities from the following.
1. Summon a Clay Golem.
2. Restore 2 defense to your leader.
3. Gain 3 earth sigils.",,Runecraft,Spell,
90021110,Knight,0,1,1,,,Swordcraft,Follower,Officer
10361120,Knight of the Holy Order,2,2,2,"Ward
Whenever this follower is given + attack or defense on the field, restore 1 defense to your leader.","Ward
Whenever this follower is given + attack or defense on the field, restore 1 defense to your leader.",Havencraft,Follower,
10423310,Knightly Ardor,5,0,0,"Select a Mode to activate.
1. Give the leftmost allied Swordcraft follower on the field ""Can attack 2 times per turn.""
2. Give all allied Swordcraft followers on the field +1/+1 and Barrier.
3. Recover 2 play points and 1 evolution point.
4. Restore 6 defense to your leader.",,Swordcraft,Spell,
10121310,Knightly Rending,4,0,0,Select an enemy follower on the field and destroy it. Summon a Steelclad Knight.,,Swordcraft,Spell,
10411110,"Kou & You, Love and Hatred",7,8,6,"Can attack 2 times per turn.
Strike: Restore 3 defense to all allies.","Can attack 2 times per turn.
Strike: Restore 3 defense to all allies.",Forestcraft,Follower,
10314110,"Krulle, Heir to Unkilling",4,1,3,"Fanfare: Give all enemy followers on the field -0/-2.
Ambush
Once on each of your turns, when an enemy follower is given - defense on the field, restore 1 defense to your leader.
Super-Evolve: Give your opponent Crest: Krulle, Heir to Unkilling.","Fanfare: Give all enemy followers on the field -0/-2.
Ambush
Once on each of your turns, when an enemy follower is given - defense on the field, restore 1 defense to your leader.
Super-Evolve: Give your opponent Crest: Krulle, Heir to Unkilling.",Forestcraft,Follower,
10564120,"Kukishiro, Mistbloom",7,5,5,"Fanfare: Gain Crest: Kukishiro, Mistbloom. Return 2 random cards from your hand to deck. Draw 2 cards.
Rush","Fanfare: Gain Crest: Kukishiro, Mistbloom. Return 2 random cards from your hand to deck. Draw 2 cards.
Rush",Havencraft,Follower,
10134110,"Kuon, Fivefold Master",7,3,3,"Fanfare: Summon a Celestial Shikigami, Demonic Shikigami, and Paper Shikigami.
Enhance (10): Destroy all allied Shikigami followers. Summon a Noble Shikigami.
Super-Evolve: Select an allied Shikigami follower on the field and give it Storm.","Fanfare: Summon a Celestial Shikigami, Demonic Shikigami, and Paper Shikigami.
Enhance (10): Destroy all allied Shikigami followers. Summon a Noble Shikigami.
Super-Evolve: Select an allied Shikigami follower on the field and give it Storm.",Runecraft,Follower,
10322210,Lair of Usurpation,1,0,0,"Engage: Destroy this card. Select a Mode to activate.
1. Add a Gilded Blade and Gilded Necklace to your hand.
2. Add a Gilded Goblet and Gilded Boots to your hand.",,Swordcraft,Spell,
10112210,Lambent Cairn,2,0,0,"Fanfare: Add a Fairy to your hand. Combo (3) - Add a Deepwood Bounty to your hand.
Engage: Destroy this card. Select an allied follower on the field and give it +1/+1.",,Forestcraft,Spell,
10461120,"Lamretta, Sisterly Shepherd",2,1,4,"At the end of your turn, if this follower is evolved, deal 2 damage to all followers.
Evolve: Give this follower ""Can't attack followers or leaders"" until the end of the turn.","At the end of your turn, if this follower is evolved, deal 2 damage to all followers.
Evolve: Give this follower ""Can't attack followers or leaders"" until the end of the turn.",Havencraft,Follower,
10163130,"Lapis, Shining Seraph",8,7,6,"Last Words: Gain Crest: Lapis, Shining Seraph.","Last Words: Gain Crest: Lapis, Shining Seraph.",Havencraft,Follower,
10253110,"Laura, Cruel Commander",3,3,2,"Fanfare: Select another allied follower on the field and give it Bane.
Super-Evolve: Select another allied follower on the field and give it Storm.","Fanfare: Select another allied follower on the field and give it Bane.
Super-Evolve: Select another allied follower on the field and give it Storm.",Abysscraft,Follower,
10001120,"Leah, Bellringer Angel",2,0,2,"Ward
Last Words: Draw a card.
Evolve: Draw a card.","Ward
Last Words: Draw a card.
Evolve: Draw a card.",Neutral,Follower,
10534110,"Lhynkal, Wandering Fool",1,1,1,"Fanfare: Gain Crest: Lhynkal, Wandering Fool.
Rush
Super-Evolve: Add 10 copies of Lhynkal, Wandering Fool to your deck.","Fanfare: Gain Crest: Lhynkal, Wandering Fool.
Rush
Super-Evolve: Add 10 copies of Lhynkal, Wandering Fool to your deck.",Runecraft,Follower,
10173130,"Liam, Crazed Creator",9,7,7,"Fanfare: Summon 3 copies of Enhanced Puppet.
Evolve: Give all allied Puppetry followers on the field Ward and ""Last Words: Deal 2 damage to the enemy leader.""","Fanfare: Summon 3 copies of Enhanced Puppet.
Evolve: Give all allied Puppetry followers on the field Ward and ""Last Words: Deal 2 damage to the enemy leader.""",Portalcraft,Follower,
10553110,Lifestealer,9,7,7,"Fanfare: Transform all other followers on the field into copies of Skeleton.
Whenever a Skeleton is destroyed, restore 1 defense to your leader.
Evolve: Deal 1 damage to all other followers.","Fanfare: Transform all other followers on the field into copies of Skeleton.
Whenever a Skeleton is destroyed, restore 1 defense to your leader.
Evolve: Deal 1 damage to all other followers.",Abysscraft,Follower,
10571310,Light of the Dewdrop,1,0,0,Draw a card.,,Portalcraft,Spell,
10234110,"Lilanthim, Anathema of Edacity",8,5,5,"Aura
Last Words: Earth Rite (2) - Summon a Lilanthim, Anathema of Edacity.
Super-Evolve: Select 2 enemy followers on the field and destroy them.","Aura
Last Words: Earth Rite (2) - Summon a Lilanthim, Anathema of Edacity.
Super-Evolve: Select 2 enemy followers on the field and destroy them.",Runecraft,Follower,Anathema
10052110,"Lilith, Enchanting Succubus",1,1,1,Last Words: Add a Bat to your hand.,Last Words: Add a Bat to your hand.,Abysscraft,Follower,
10113110,"Lily, Crystalian Innocence",2,1,3,"Fanfare: Combo (3) - Select an enemy follower on the field and set its defense to 1.
Evolve: Draw a card. Select an enemy follower on the field and deal it 1 damage.","Fanfare: Combo (3) - Select an enemy follower on the field and set its defense to 1.
Evolve: Draw a card. Select an enemy follower on the field and deal it 1 damage.",Forestcraft,Follower,
10212110,"Lionel, Ardent Elf",6,6,6,"Fanfare: Summon 2 copies of Baby Carbuncle.
Ward","Fanfare: Summon 2 copies of Baby Carbuncle.
Ward",Forestcraft,Follower,
10374120,"Lishenna, Melody Manifest",4,2,4,"Fanfare: Add a Melodious Monody to your hand.
Can't be destroyed by abilities.
Evolve: Summon a White Psalm, New Revelation.","Fanfare: Add a Melodious Monody to your hand.
Can't be destroyed by abilities.
Evolve: Summon a White Psalm, New Revelation.",Portalcraft,Follower,
10141140,Little Dragon Nanny,2,1,1,"Fanfare: Summon a Fire Drake Whelp.
Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Summon a Fire Drake Whelp.
Evolve: Replicate the effects of this card's Fanfare ability.",Dragoncraft,Follower,
10151130,Little Miss Bonemancer,3,1,2,Last Words: Summon 2 copies of Skeleton.,Last Words: Summon 2 copies of Skeleton.,Abysscraft,Follower,
10143120,"Liu Feng, Goldennote Ward",3,3,3,"Fanfare: If you're in Overflow, evolve this follower.
When this follower evolves, gain 1 max play point.","Fanfare: If you're in Overflow, evolve this follower.
When this follower evolves, gain 1 max play point.",Dragoncraft,Follower,
90074120,Lloyd,3,1,6,"Ward
Your opponent can't select anything other than this card for abilities.","Ward
Your opponent can't select anything other than this card for abilities.",Portalcraft,Follower,Puppetry
90033310,Looking Smart!,1,0,0,Draw 2 cards. Deal 2 damage to a random enemy follower.,,Runecraft,Spell,Mysteria
10172120,Lovestruck Puppeteer,2,2,2,"Fanfare: Add a Puppet to your hand.
Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Add a Puppet to your hand.
Evolve: Replicate the effects of this card's Fanfare ability.",Portalcraft,Follower,
10622110,Loyal Guard,3,3,3,"Enhance (4): Give this follower +2/+2.
Ward
Evolve: Select an enemy follower on the field and deal it 3 damage.","Enhance (4): Give this follower +2/+2.
Ward
Evolve: Select an enemy follower on the field and deal it 3 damage.",Swordcraft,Follower,
10474110,"Lu Woh, Light Personified",5,6,6,"Fanfare: Do this 6 times: ""Deal 1 damage to a random enemy follower."" Give all followers in your opponent's hand +1/+0. Skybound Art - Gain Crest: Lu Woh, Light Personified.","Fanfare: Do this 6 times: ""Deal 1 damage to a random enemy follower."" Give all followers in your opponent's hand +1/+0. Skybound Art - Gain Crest: Lu Woh, Light Personified.",Portalcraft,Follower,
10221310,Lucrative Deal,2,0,0,Draw 2 cards. Your opponent draws a card.,,Swordcraft,Spell,
10673110,Ludicrous Ordnance,8,3,4,"Fanfare: Summon 2 copies of Ludicrous Ordnance.
At the end of your turn, deal 3 damage split between all enemy followers.
Evolve: Deal 3 damage split between all enemy followers.","Fanfare: Summon 2 copies of Ludicrous Ordnance.
At the end of your turn, deal 3 damage split between all enemy followers.
Evolve: Deal 3 damage split between all enemy followers.",Portalcraft,Follower,
10261210,Luminous Censer,2,0,0,Engage (1): Destroy this card. Restore 4 defense to your leader.,,Havencraft,Spell,
10122110,Luminous Commander,1,1,1,"Whenever an allied Officer follower enters the field, give this follower +1/+0 until the end of the turn.
Evolve: Summon a Knight.","Whenever an allied Officer follower enters the field, give this follower +1/+0 until the end of the turn.
Evolve: Summon a Knight.",Swordcraft,Follower,Luminous
10122130,Luminous Lancetrooper,2,1,2,"Fanfare: Summon a Knight.
Whenever an allied Officer follower enters the field, give it Rush.","Fanfare: Summon a Knight.
Whenever an allied Officer follower enters the field, give it Rush.",Swordcraft,Follower,Luminous
10122120,Luminous Magus,5,1,3,"Fanfare: Summon 3 copies of Steelclad Knight.
Whenever an allied Officer follower enters the field, give it Ward.","Fanfare: Summon 3 copies of Steelclad Knight.
Whenever an allied Officer follower enters the field, give it Ward.",Swordcraft,Follower,Luminous
10572120,Lunar Bunny,2,1,1,"Ward
When you play a spell, evolve this follower.","Ward
When you play a spell, evolve this follower.",Portalcraft,Follower,
10664120,"Lyanthoth, Eld Tome",9,9,9,"Fanfare: Select 3 other cards on the field and destroy them.
Evolve: Reduce your faith's value by 10 to add a Depths of the Eld Tome to your hand.","Fanfare: Select 3 other cards on the field and destroy them.
Evolve: Reduce your faith's value by 10 to add a Depths of the Eld Tome to your hand.",Havencraft,Follower,Encroacher
10214120,"Lymaga, Untamed Wild",7,7,7,"Fanfare: Select 2 enemy followers on the field and give them ""Can't attack followers or leaders"" until the end of your opponent's turn.
Super-Evolve: Select 2 enemy followers on the field and give them ""At the end of each turn, deal 1 damage to your leader and 2 damage to this follower.""","Fanfare: Select 2 enemy followers on the field and give them ""Can't attack followers or leaders"" until the end of your opponent's turn.
Super-Evolve: Select 2 enemy followers on the field and give them ""At the end of each turn, deal 1 damage to your leader and 2 damage to this follower.""",Forestcraft,Follower,
10121130,"Lyrala, Luminous Potionwright",3,1,2,"Fanfare: Summon a Steelclad Knight.
Whenever an allied Officer follower enters the field, restore 1 defense to your leader.","Fanfare: Summon a Steelclad Knight.
Whenever an allied Officer follower enters the field, restore 1 defense to your leader.",Swordcraft,Follower,Luminous
10403120,"Lyria, Skydestined",2,1,1,"Enhance (8): Draw a follower that costs 7 or more. Recover 7 play points.
Barrier","Enhance (8): Draw a follower that costs 7 or more. Recover 7 play points.
Barrier",Neutral,Follower,
10263310,Maddening Benison,4,0,0,Restore 10 defense to your leader. Gain Crest: Maddening Benison.,,Havencraft,Spell,
10162130,"Maeve, Guardian of Earth",7,5,7,"Ward
Last Words: Summon a copy of a random allied amulet destroyed this match with the highest base cost.","Ward
Last Words: Summon a copy of a random allied amulet destroyed this match with the highest base cost.",Havencraft,Follower,
90031210,Magic Sediment,1,0,0,"Earth Sigil
Engage (1): Gain an earth sigil.",,Runecraft,Spell,Earth Sigil
10161140,"Mainyu, Darkdweller",2,2,2,"Aura
Whenever you Engage an amulet, give this follower +1/+0 until the end of the turn.","Aura
Whenever you Engage an amulet, give this follower +1/+0 until the end of the turn.",Havencraft,Follower,
10622310,Majestic Conquest,1,0,0,"Gain Crest: Majestic Conquest.
Enhance (3): Delay the count of your Crest: Majestic Conquest by 2.",,Swordcraft,Spell,
90041130,Majestic Megalorca,2,2,2,Rush,Rush,Dragoncraft,Follower,Marine
10561310,Malice of the Mistbloom,3,0,0,Return a random card from your hand to deck. Draw 3 cards.,,Havencraft,Spell,
10411120,"Manamel, Super Cutest",4,2,1,"At the end of your turn, evolve this follower.
When this follower evolves, deal 1 damage to all enemy followers.","At the end of your turn, evolve this follower.
When this follower evolves, deal 1 damage to all enemy followers.",Forestcraft,Follower,
10351310,March of the Brutes,4,0,0,Deal 2 damage to 2 random enemy followers and the enemy leader.,,Abysscraft,Spell,
10441120,"Mari, Meg's Bestie",2,2,2,"Activates in hand. Whenever a 3-base-cost allied follower super-evolves, set the cost of this card to 0 until the end of the turn.
At the end of your turn, give a random super-evolved allied follower on the field +1/+1.","Activates in hand. Whenever a 3-base-cost allied follower super-evolves, set the cost of this card to 0 until the end of the turn.
At the end of your turn, give a random super-evolved allied follower on the field +1/+1.",Dragoncraft,Follower,
10142140,"Marion, Ravishing Dragonewt",4,3,3,"Fanfare: Select another allied follower on the field and give it +2/+2. If you're in Overflow, give +3/+3 instead.","Fanfare: Select another allied follower on the field and give it +2/+2. If you're in Overflow, give +3/+3 instead.",Dragoncraft,Follower,
10571110,Marionette Master,4,3,3,"Fanfare: Summon an Enhanced Puppet and Puppet.
Enhance (7): Give them Storm.","Fanfare: Summon an Enhanced Puppet and Puppet.
Enhance (7): Give them Storm.",Portalcraft,Follower,
10364120,"Marwynn, Despair Manifest",4,4,4,"Fanfare: Add a Torrent of Despair to your hand.
Evolve: Gain Crest: Marwynn, Despair Manifest.","Fanfare: Add a Torrent of Despair to your hand.
Evolve: Gain Crest: Marwynn, Despair Manifest.",Havencraft,Follower,
90074110,Masterwork Artifact Ω,10,10,10,"Fanfare: Deal 5 damage to all enemy followers. Restore 5 defense to your leader.
Storm
Ward
Aura","Fanfare: Deal 5 damage to all enemy followers. Restore 5 defense to your leader.
Storm
Ward
Aura",Portalcraft,Follower,Artifact
10442310,Maximum Love Bomb,2,0,0,"Select an enemy follower on the field, deal it 3 damage, and give it ""Can't attack followers or leaders"" until the end of your opponent's turn.",,Dragoncraft,Spell,
10012110,"May, Journey Elf",1,1,1,Fanfare: Combo (3) - Select an enemy follower on the field and deal it 3 damage.,Fanfare: Combo (3) - Select an enemy follower on the field and deal it 3 damage.,Forestcraft,Follower,
10072120,Mecha Cavalier,5,4,4,"Ward
Evolve: Summon a Mecha Cavalier.
Super-Evolve: Summon 2 instead.","Ward
Evolve: Summon a Mecha Cavalier.
Super-Evolve: Summon 2 instead.",Portalcraft,Follower,
10071130,Mechanized Beast,6,4,9,"Bane
Ward","Bane
Ward",Portalcraft,Follower,
